,Unnamed: 0,id_review,date,product_id,user_rating,date_other_format,user_id,title,review
5103,1930,1975,20100308,B002HWS9G6,4,"March 8, 2010",A13Y219PKIK1PE,Great compared to the expensive rechargable alternative,"Product performs well. 2 minute timer is a big help for those who really want clean teeth.  I use 2 AA rechargable batteries that last about 1 1/2 months.  Only real design flaw is the changing of the batteries.  Takes a lot of strength to remove the battery cap and then same thing with putting it back on.  Seriously, you won\'t believe the trouble it takes."
3308,135,136,20101228,B00006ANDK,5,"December 28, 2010",A10QVQ5ZW1XCGU,Great purchase,"I was quite surprised by the quality and performance of these brush heads. If you have sensitive teeth, these are the ones you want."
4534,1361,1393,20110922,B001CSZTFK,5,"September 22, 2011",AW88M36BVEEI8,Priced right,I was glad I purchased the additional brush heads at the same time as the toothbrush as the brush head that came with it wouldn\'t stay on so I was able to try another option before returning the toothbrush so glad I didn\'t have to do that.These brush heads were a lot cheaper than standard retail and I\'m all about saving money whenever and wherever I can. I will definitely replace the brush heads from this vendor when I need to.
3716,543,556,20090709,B0002KHU3I,3,"July 9, 2009",AXUWN6O2XVZ54,"Average, nothing real special",I don\'t really see a difference between using this and just the regular brush head replacement. Probably won\'t be buying again... no need... will just be purchasing the regular brush head replacements.
4544,1371,1403,20110519,B001CSZTFK,5,"May 19, 2011",A339EM1B5G4DVQ,Replacement head for Oral B toothbrush,Very happy with this product.  Had a hard time finding this item in retail stores. Amazon had it and it was exactly what I needed.
715,295,304,20110120,B00024C160,1,"January 20, 2011",A12BYXPHQVUDMT,Garbage,"Like everyone else is saying, these blades are fake.  If you look closely at the razor, the blades aren\'t on straight and the edges are dull.  Needless to say, trying to shave with them is like using a cheese grater on your face.    "
4869,1696,1739,20110406,B001FWXT7I,5,"April 6, 2011",A1HH8CZ54IQ4GR,Really helps kids with braces get a good brushing!!,I purchased this for my son who has braces. The indentation in the bristles allows for better brushing. Would definitely recommend this product.
94,94,94,20090926,B0029NYPY8,5,"September 26, 2009",A2X4DS5KRSZFHR,Excellent!,"Always feminine wipe personal care refill packs are a very economical and gentle way to stay clean,refreshed and comfortable. Convenient, very lightly scented and pleasant to use, these wipes are top of the line, very soft and retain their moisture.The package is tough, resilient and resealable to retain the correct amount of moisture without leaking. Great for home use or when traveling, I\'ve found many uses for these handy, flushable wipes. This product is very kind and soothing to my sensitive, allergy-prone, aging skin.  Other brands I\'ve tried seem harsh and irritating in comparison. This is the product I trust that has never let me down, and is the only brand I buy.  Although these are available in individually packaged take-along singles, in my opinion a few of these in a small ziplock bag are perfect for road trips. Labeled for external use only and suitable for use in the external vaginal area.According to the label, for best results, flush one or two at a time. Wipe is safe to flush in properly maintained sewer and septic systems. Not for use in basement toilets with sewage pumps. Label information and directions are in English, French and Spanish. This product is made in the USA. For questions or comments, the toll free number is 1-800-686-7144; the product website is: [...].I hope this information is helpful in your effort to make an informed purchasing decison."
6061,2888,2968,20120125,B003UKM90Q,5,"January 25, 2012",A2CNHAEIEPRDJP,Super tooth brush,"Once again Oral-B comes through.  I have used this brand of tooth brush for many, many years - they last a very long time and well worth the price."
2429,2009,2081,20100617,B003987CL0,5,"June 17, 2010",A1DO6DKWF3CMBD,Big Step up from Mach 3,"I\'ve been shaving with a Gillette Mach 3 for many years. This is the first new razor I have tried since then. I compared it to the Mach 3 and this is what I\'ve determined:PROS:1. Very close, smooth shave. It is noticably closer than the Mach 3.2. Less pulling than the Mach 3.3. Razor handle has a nicer and more expensive \'feel\' to it. It has a little heft, so to speak.CONCERNS / ISSUES:1. The razors are materially more expensive than the Mach 3. It\'s a close call as to whether it is worth paying the extra money. If your neck is sensitive and easy to burn with other razors, I\'d go with this one.2. The razors are thinner. I was concerned that they might not last as long, but that doesn\'t seem to be the case.3. Amazon has great info and instructions. The razor itself does not. It really would have been helpful to have instructions and a discussion of the features on the razor box. For example, I really wasn\'t sure of the purpose of the vibrating head. I might have appreciated some of the features more if I had understood what they were for and that is not always obvious from the packaging.    "
4287,1114,1139,20080301,B000AUIFCA,5,"March 1, 2008",A36PTA0CXEI02M,works great,the flossaction Oral-b brushheads work great. My teeth feel very clean after using it. They are better than the other brushheads from Oral-b.
4746,1573,1611,20081216,B001CX4JSS,4,"December 16, 2008",A2E0YIJEEB63T5,Good Simple Electric Toothbrush,I bought this toothbrush for my young daughter.  It is light enough and simple enough for her to use without our help.I would have given it 5 stars if the tips were compatible with other Oral-B brushes (Triumph series).
4225,1052,1075,20090515,B000AUIFCA,3,"May 15, 2009",A2T91P65OLR0JU,Good but not sure about floss action,Heads work great with the Oral B electric toothbrush but for regular use only. The floss action is not that great.
6514,278,285,20110814,B004IS73QE,4,"August 14, 2011",A31CUOIOLF6VVJ,Feels like pantene,"Just used it so I can\'t say it does what they say, but it feels like pantene. No excessive drying out of moisture from hair and scalp. "
1127,707,730,20060222,B000BUW8WM,4,"February 22, 2006",A3M5SH898GPMWW,Gillette Fusion Power has pluses and minus over Mach 3 Power,"I have a thick beard. I shave daily. I have been using Gillette sensor-series products almost exclusively since the Gillette sensor debuted in 1990.I graduated from Sensor, To Sensor II, to Mach 3, to Mach 3 power.I normally shave wet, with no shaving cream, and with down strokes, although I use some upstrokes. I have tested the Mach 5 both wet and dry, with no cuts or major problems.I have used the Gillette Fusion for 1 week, and here are my findings.Pluses:1) An overall great shave.2) The Fusion shaves better dry than any previous Sensor model. (Although I rarely have a reason to shave dry).3) More blades. More microfins!4) The plastic handle, while bulky, is very nice. The plastic is gentle to the touch, aa nice departure from the rigid, cold metal of the M3.5) Comes with a coupon for $2 off additional cartridges.Minuses:1) The confort strip wear out WAY too quickly.  My Mach3 blades last 3 weeks, My Fusion blade needs replacement after 1 week. Hopefully, the replacement blades will be better than the original ones (if so, I\'ll edit this review).2) Since there are more microfins with a larger area, and sincen the microfins become more imporant to the overall shave, the microfins trap more hairs than ever. Even washing the blade doesn\'t get rid of all of the microhairs trapped in the microfins.3) The 5 blades make upstrokes more difficult and don\'t offer the precision of the M3 and previous models for the tough spots (e.g. under the nose). On the soft ares of the face (e.g., the cheecks), the larger footprint makes it harder to press close and cut hairs close to the skin. However, this problem is somewhat offset by the additional blades and microfins.4) As always, the blades are more expensive than previous version. At this rate of inflation, Gillette blades will cost $50 each by the year 2030. =)Overall, it is a great product. I am undecided if I will keep using Fusion or switch back to the M3 as my primary. I might use both together (as I previously did with the M3 and Sensor Excel).    "
